marca;descrição;nome_sku;link_foto;x;y;endereço
Serramalte;Regular - Esquerda;Caixa de Transporte Garrafa Vidro 12 x 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/65865043f0ed4b1c6b4d6cab473dc4be.png;1700;69;data\img\Serramalte_CaixadeTransporteGarrafaVidro12x300ml.png
Goose Island IPA;Promokit - Frontal;Kit Pack Cartão Garrafa Vidro 3 x 355ml + 1 Copo 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/9dbb377f2518a299b514fc22e8e1f835.png;2245;69;data\img\GooseIslandIPA_KitPackCartaoGarrafaVidro3x355ml1Copo473ml.png
Guaraná Antarctica;Suada - Frontal;Garrafa Pet 2,5L;https://www.catalogoambev.com.br/images/uploads/artes-finais/eb22057b5f9b2b75f70da2b46137279e.png;2915;69;data\img\GuaranaAntarctica_GarrafaPet25L.png
Pepsi Cola;Suada - Frontal;Garrafa Vidro 284ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/960421cca31d47b25cb2110b1a84afa5.png;3075;69;data\img\PepsiCola_GarrafaVidro284ml.png
H2OH Limão Maçã;Suada;Garrafa Pet 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/a9ebccb1927037519b5afcee1c7a6ab9.png;3180;69;data\img\H2OHLimaoMaca_GarrafaPet500ml.png
Tônica Antarctica 3 Limões;Regular - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/0673d1dbdcb40124f8ae63435d2cf2d5.png;3295;69;data\img\TonicaAntarctica3Limoes_LataSleek269ml.png
Skol Puro Malte;Regular - Esquerda;Shrink Lata Sleek 15 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/9c84d172a568d5df0d512a6caea0e8f7.png;175;70;data\img\SkolPuroMalte_ShrinkLataSleek15x269ml.png
Original;Regular - Esquerda;Shrink Lata Std 18 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d1cd24f5d4be69eade11d6164f485ade.png;970;70;data\img\Original_ShrinkLataStd18x350ml.png
Colorado Ribeirão Lager;Suada - Frontal;Garrafa Vidro 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8d3c00e5572476e6f98cbe591fd83523.png;1860;70;data\img\ColoradoRibeiraoLager_GarrafaVidro355ml.png
Serrana;Suada - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/c79e475268f5031dea60f712ebc40e5a.png;2045;70;data\img\Serrana_LataStd350ml.png
Patagonia Bohemian Pilsener;Promokit - Latas 350 Sleek - Ipa - Pilsener - Lager - Weisse;Kit Pack Cartão Lata Sleek 4 x 350ml + 1 Copo 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/adeefff9b7d0e799dd6bcedd828d91a3.png;2365;70;data\img\PatagoniaBohemianPilsener_KitPackCartaoLataSleek4x350ml1Copo473ml.png
Pepsi Twist;Regular - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/6895c18c2d005978e2cc9ad457d32990.png;3085;70;data\img\PepsiTwist_LataStd350ml.png
Skol Puro Malte;Regular - Esquerda;Shrink Lata Std 12 x 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/ce3c6482f5da7e64cde7674230a4f6cf.png;225;71;data\img\SkolPuroMalte_ShrinkLataStd12x473ml.png
Colorado Ribeirão Lager;Regular - Frontal;Bottle in Bottle 12L;https://www.catalogoambev.com.br/images/uploads/artes-finais/15fdda64b695f562ad369b318946e200.png;1875;71;data\img\ColoradoRibeiraoLager_BottleinBottle12L.png
Hoegaarden Forbidden Fruit;Suada - Frontal;Garrafa Vidro 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/05e123f01578cd11eef23b4990c4a5d1.png;2510;71;data\img\HoegaardenForbiddenFruit_GarrafaVidro330ml.png
Hoegaarden Grand Cru Golden;Com espuma;Acessório Tumbler 400ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8f09a3249c10230ab22382e8c12498c3.png;2530;71;data\img\HoegaardenGrandCruGolden_AcessorioTumbler400ml.png
Leffe Blonde;Garrafa e cálice;Acessório Garrafa e Cálice 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/68eeda8a58f3ec8bd85cc2e561126129.png;2545;71;data\img\LeffeBlonde_AcessorioGarrafaeCalice330ml.png
H2OH Limão Citrus;Suada - Frontal;Garrafa Pet 1,5L;https://www.catalogoambev.com.br/images/uploads/artes-finais/b6fff4f32bcfcdb7d9de985f78e6c120.png;3175;71;data\img\H2OHLimaoCitrus_GarrafaPet15L.png
H2OH Limoneto;Suada - Frontal;Garrafa Pet 1,5L;https://www.catalogoambev.com.br/images/uploads/artes-finais/4abc93c27bdff2ab1647df10c2490785.png;3195;71;data\img\H2OHLimoneto_GarrafaPet15L.png
Soda Antarctica Zero;Regular - Frontal;Garrafa Pet 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/677b772a401adf8c974051a8889a623a.png;3240;71;data\img\SodaAntarcticaZero_GarrafaPet600ml.png
Do Bem Goiaba;Regular - Frontal;Garrafa Cartonada 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/3fa41fba0bca7f1fc939feea0fc7197d.png;3435;71;data\img\DoBemGoiaba_GarrafaCartonada1L.png
Skol Puro Malte;Suada - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/18b1442ef447cd3d23b98453fef94b77.png;140;72;data\img\SkolPuroMalte_LataSleek269ml.png
Budweiser;GPI - Multipack;Pack Cartão Lata Sleek 6 x 410ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/62f2e16c5399c13349a6c7d21012b396.png;1260;72;data\img\Budweiser_PackCartaoLataSleek6x410ml.png
Stella Artois;GPI - Direita;Pack Cartão Lata Sleek 15 x 410ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8f441761990dc2f39bfe64677e5a3b09.png;1420;72;data\img\StellaArtois_PackCartaoLataSleek15x410ml.png
Goose Island Midway Session Ipa;Promokit - Frontal;Kit Pack Cartão Garrafa Vidro 3 x 355ml + 1 Copo 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/577b7fbcfa72f201e25d0746db6a8b2c.png;2300;72;data\img\GooseIslandMidwaySessionIpa_KitPackCartaoGarrafaVidro3x355ml1Copo473ml.png
Patagonia IPA;Regular - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8a09ebb20a1145c14efaec6b87792e2d.png;2450;72;data\img\PatagoniaIPA_GarrafaVidro600ml.png
Ginger Ale Antarctica Sem Açúcar;Regular - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8c69e392191ea447533b314cc1f7be19.png;3315;72;data\img\GingerAleAntarcticaSemAcucar_LataSleek269ml.png
Do Bem Uva;Regular - Frontal;Garrafa Cartonada 200ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/6949e16c150b9e9aa735c8a44fa7dab3.png;3470;72;data\img\DoBemUva_GarrafaCartonada200ml.png
For/Me Charge;Regular - Frontal;Garrafa Vidro 100ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/39d344e7762ce9f42242c290b42edc0f.png;3500;72;data\img\ForMeCharge_GarrafaVidro100ml.png
Lipton Ice Tea Limão;Regular - Frontal;Lata Std 340ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/531e38dbfa3fdc2d5b80765a8a8d8850.png;3555;72;data\img\LiptonIceTeaLimao_LataStd340ml.png
Brahma Duplo Malte;Multipack - Direita;Shrink Lata Sleek 6 x 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/49af61389eee372b152d6c417dd131fa.png;595;73;data\img\BrahmaDuploMalte_ShrinkLataSleek6x310ml.png
Brahma Duplo Malte;Multipack - Direita;Shrink Lata Sleek 15 x 410ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/2f72ea1f260427779ae83cd780db7814.png;625;73;data\img\BrahmaDuploMalte_ShrinkLataSleek15x410ml.png
Brahma Malzbier;Regular - Esquerda;Pack Cartão Garrafa Vidro 6 x 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/e3f2424be510e01c457c8b15a20bed40.png;720;73;data\img\BrahmaMalzbier_PackCartaoGarrafaVidro6x355ml.png
Bohemia Puro Malte;Suada - Frontal;Garrafa Vidro 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/2f026c7904f81e3785ff22dc99519768.png;1105;73;data\img\BohemiaPuroMalte_GarrafaVidro355ml.png
Bohemia 838 Pale Ale;Suada - Frontal;Garrafa Vidro 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/e1e1bd829209316138289dcb9cb573f4.png;1165;73;data\img\Bohemia838PaleAle_GarrafaVidro300ml.png
Serramalte;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/771a9ff4577bc8dfcb584a7713ae5d38.png;1695;73;data\img\Serramalte_GarrafaVidro600ml.png
Franziskaner Kristall-Klar;Com espuma;Acessório Chopp 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/35a0191eb9c4cac96acd9716b9744563.png;2200;73;data\img\FranziskanerKristallKlar_AcessorioChopp500ml.png
Patagonia Weisse;Suada - Frontal;Lata Std 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/89891b1623d5b4450a6913292a48d5fc.png;2375;73;data\img\PatagoniaWeisse_LataStd473ml.png
Patagonia Weisse;Regular - Frontal;Bottle in Bottle 12L;https://www.catalogoambev.com.br/images/uploads/artes-finais/97939b828650a665dc8d87e3944eaa58.png;2400;73;data\img\PatagoniaWeisse_BottleinBottle12L.png
Kona Long Board;Suada - Frontal;Garrafa Vidro 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/dc17dc6c5fb3db5d454d8a8b5688c3d1.png;2825;73;data\img\KonaLongBoard_GarrafaVidro355ml.png
Sukita Laranja;Regular - Frontal;Garrafa Pet 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/5adf3251609e8fb5156a5f53338888c9.png;3340;73;data\img\SukitaLaranja_GarrafaPet1L.png
Sukita Tubaína;Regular - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/43e725dc8ec18f3ddc980f573a1bf8fa.png;3350;73;data\img\SukitaTubaina_LataStd350ml.png
Gatorade Uva;Suada - Frontal;Garrafa Pet 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/c5e82186497f8620f0bd92edf51f4f2e.png;3515;73;data\img\GatoradeUva_GarrafaPet500ml.png
Beats Senses;Regular - Frontal;Garrafa Vidro 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/7d708f9cceb743fa3b0d11c4a4632c26.png;285;74;data\img\BeatsSenses_GarrafaVidro269ml.png
Beats CaipiBeats;Regular - Frontal;Garrafa Vidro 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/9935824aa0028cfbdd19a342f7a9026d.png;345;74;data\img\BeatsCaipiBeats_GarrafaVidro269ml.png
Brahma Extra Weiss;Suada - Frontal;Garrafa Vidro 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/87a7692afc6cbe30744b5dd59b4506d2.png;785;74;data\img\BrahmaExtraWeiss_GarrafaVidro355ml.png
Bohemia Aura Lager;Regular - Direita;Caixa de Transporte Garrafa Vidro 12 x 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/7ba28f600a0f7c45a051da0b6faeb08c.png;1190;74;data\img\BohemiaAuraLager_CaixadeTransporteGarrafaVidro12x300ml.png
Wäls Copo Lagoinha;Regular - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/6b0f3105bfa1c400d8adacb518974b42.png;1820;74;data\img\WälsCopoLagoinha_GarrafaVidro600ml.png
Lipton Ice Tea Limão;Regular - Frontal;Garrafa Pet 1,5L;https://www.catalogoambev.com.br/images/uploads/artes-finais/0ed1363e5c97efae5a4de0960fb963ce.png;3565;74;data\img\LiptonIceTeaLimao_GarrafaPet15L.png
Skol Pilsen;Regular - Esquerda;Shrink Lata Sleek 15 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/9e12d2c48d917a5b021fce343533ef6f.png;60;75;data\img\SkolPilsen_ShrinkLataSleek15x269ml.png
Beats Ginger;Mista -  (Ginger - Mint - GT);Pack Cartão Lata Sleek 6 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/1ed765d1837649f733edc690a88a1ab4.png;360;75;data\img\BeatsGinger_PackCartaoLataSleek6x269ml.png
Antarctica Pilsen;Regular - Esquerda;Shrink Lata Std 18 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/950b5ca35203bbc746165820e99581ec.png;840;75;data\img\AntarcticaPilsen_ShrinkLataStd18x350ml.png
Brahma Extra Lager;Suada;Garrafa Vidro 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/e42e11230d8fce7da99a542a809a3d6d.png;745;76;data\img\BrahmaExtraLager_GarrafaVidro300ml.png
Brahma Extra Lager;Suada - Frontal;Garrafa Vidro 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/4fd7ce01ef347422c22c54bcf4ec6cf3.png;750;76;data\img\BrahmaExtraLager_GarrafaVidro355ml.png
Bohemia Puro Malte;Gelada - Frontal;Garrafa Vidro 990ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/918511e389b8a10c0800ba387cabfe08.png;1115;76;data\img\BohemiaPuroMalte_GarrafaVidro990ml.png
Stella Artois Sem Glúten;Suada - Frontal;Garrafa Vidro 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/37fc52b4a53df6b8f5019d99c01059cd.png;1485;76;data\img\StellaArtoisSemGluten_GarrafaVidro330ml.png
Beck's;Regular - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d873e80735af954750ce353c9ab5fbcf.png;1565;76;data\img\Becks_LataSleek350ml.png
Hoegaarden Wit Blanche;Promokit - 2;Kit Pack Cartão Garrafa Vidro 1 x 330ml + 01 Copo;https://www.catalogoambev.com.br/images/uploads/artes-finais/d78b38981d56fa3e57ce2aaf8448aff4.png;2505;76;data\img\HoegaardenWitBlanche_KitPackCartaoGarrafaVidro1x330ml01Copo.png
Sukito Laranja;Regular - Frontal;Garrafa Pet 450ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/0b3b637e06fc9bd06da737420f20a1c1.png;3390;76;data\img\SukitoLaranja_GarrafaPet450ml.png
Beats Senses;Regular - Esquerda;Pack Cartão Lata Sleek 8 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/0f1fbb542b69da5aaae208e8a0707b47.png;280;77;data\img\BeatsSenses_PackCartaoLataSleek8x269ml.png
Beats GT;Mista -  (Ginger - Mint - GT);Pack Cartão Lata Sleek 6 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/05aa2de241ce44259d337ba6f951b93d.png;305;77;data\img\BeatsGT_PackCartaoLataSleek6x269ml.png
Brahma Extra Weiss;Foil Suada;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/e88cb2d076e07fb552dc707d781ccd0a.png;790;77;data\img\BrahmaExtraWeiss_GarrafaVidro600ml.png
Original;Suada - Frontal;Garrafa Vidro 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/b47dd427d2d538812397aa83f351afd1.png;995;77;data\img\Original_GarrafaVidro300ml.png
Magnífica do Maranhão;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/02540c9df1e1b308ebf7007955bbc5ab.png;2070;77;data\img\MagnificadoMaranhao_GarrafaVidro600ml.png
Patagonia Amber Lager;Regular - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/c36ac8ef6979dc143f74be02229d55a9.png;2305;77;data\img\PatagoniaAmberLager_LataSleek350ml.png
Hertog Jan Grand Prestige;Regular - Frontal;Garrafa Vidro 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/fadb8f627d1082e957d8b8f9a58f57c7.png;2705;77;data\img\HertogJanGrandPrestige_GarrafaVidro500ml.png
For/Me Chill;Regular - Frontal;Garrafa Vidro 100ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/aff655a14ce0e5ee3ed5e244a0be8e20.png;3490;77;data\img\ForMeChill_GarrafaVidro100ml.png
Brahma Chopp Claro;Com Espuma;Acessório Caldereta 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/891f3dfe72dd869669ced52c57c6a88c.png;800;78;data\img\BrahmaChoppClaro_AcessorioCaldereta350ml.png
Antarctica Pilsen;Regular - Esquerda;Pack Cartão Garrafa Vidro 6 x 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/bb7711589340efc2dfc7b72b77487ed4.png;875;78;data\img\AntarcticaPilsen_PackCartaoGarrafaVidro6x355ml.png
Wäls Petroleum;Suada - Frontal;Garrafa Vidro 375ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/bdf81c7e06f32aafde0e6964dbb9d09e.png;1795;78;data\img\WälsPetroleum_GarrafaVidro375ml.png
Isla Lichia com Romã;Regular - Esquerda;Pack Cartão Lata Sleek 6 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/ea382775dacca5954ea687bcc8cc0145.png;2145;78;data\img\IslaLichiacomRoma_PackCartaoLataSleek6x269ml.png
Goose Island Midway Session Ipa;Regular - Frontal;Bottle in Bottle 12L;https://www.catalogoambev.com.br/images/uploads/artes-finais/6cd55a1aecedf6edfb89632ec787ef26.png;2295;78;data\img\GooseIslandMidwaySessionIpa_BottleinBottle12L.png
Pepsi Twist;Regular - Frontal;Garrafa Pet 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/38632a8094f9b18aa5e8401896e69145.png;3105;78;data\img\PepsiTwist_GarrafaPet1L.png
Skol Puro Malte;Suada - Frontal;Garrafa Vidro 275ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/bef7a021415dd4c144803dfc416c1979.png;230;79;data\img\SkolPuroMalte_GarrafaVidro275ml.png
Brahma Chopp;Multipack - Direita;Shrink Lata Sleek 6 x 410ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/340f8b4f8edf4585776dde52244cfbc7.png;525;79;data\img\BrahmaChopp_ShrinkLataSleek6x410ml.png
Brahma Duplo Malte;Multipack - Direita;Shrink Lata Sleek 15 x 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/e5bd1381004dc3e065af15fb567ada2f.png;600;79;data\img\BrahmaDuploMalte_ShrinkLataSleek15x310ml.png
Original;Regular - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/acfd463161c008d10b6767df8ec26945.png;945;79;data\img\Original_LataSleek269ml.png
Bohemia Puro Malte;Multipack - Esquerda;Shrink Lata Sleek 6 x 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/00ab759581e9e4bc15e3f910303c8f04.png;1045;79;data\img\BohemiaPuroMalte_ShrinkLataSleek6x310ml.png
Budweiser;Suada - Frontal;Lata Sleek 410ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/2c018ce6a90dd35b13e0a88d05b89c08.png;1220;79;data\img\Budweiser_LataSleek410ml.png
Budweiser;GPI - Multipack;Pack Cartão Lata Sleek 15 x 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/c59a0df78708e279566abd4bfe70f774.png;1240;79;data\img\Budweiser_PackCartaoLataSleek15x310ml.png
Patagonia Weisse;Promokit - Latas 350 Sleek - Ipa - Pilsener - Lager - Weisse;Kit Pack Cartão Lata Sleek 4 x 350ml + 1 Copo 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/5e2841afeeb2358df5fc436deb6574da.png;2405;79;data\img\PatagoniaWeisse_KitPackCartaoLataSleek4x350ml1Copo473ml.png
Patagonia 24.7;Suada - Frontal;Lata Std 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/bfe85f8c584a5af73a51a4fbe3eacfd2.png;2420;79;data\img\Patagonia247_LataStd473ml.png
Leffe Radieuse;Regular - Esquerda;Caixa de Transporte Garrafa Vidro 24 x 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/5e679bfb3a7a114ebcc258467341cf84.png;2590;79;data\img\LeffeRadieuse_CaixadeTransporteGarrafaVidro24x330ml.png
Sukita Tubaína;Regular - Frontal;Garrafa Pet 2L;https://www.catalogoambev.com.br/images/uploads/artes-finais/283b0255f73dca263be902781aae22c4.png;3355;79;data\img\SukitaTubaina_GarrafaPet2L.png
Mike's Hard Seltzer Limão;Regular - Esquerda;Pack Cartão Lata Sleek 6 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/ebdc81ff505b8c68aa2d0fad06775d02.png;455;80;data\img\MikesHardSeltzerLimao_PackCartaoLataSleek6x269ml.png
Bohemia Puro Malte;Suada - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/c0046ab4fbe13488db3b2bb805ccf1e2.png;1025;80;data\img\BohemiaPuroMalte_LataStd350ml.png
Budweiser;GPI - Esquerda;Pack Cartão Lata Sleek 12 x 410ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/0d8750abd6ca06f769b31f7cb1654cde.png;1265;80;data\img\Budweiser_PackCartaoLataSleek12x410ml.png
Corona Extra;Promokit - Frontal;Kit Pack Cartão Garrafa Vidro 4 x 330ml + Toalha;https://www.catalogoambev.com.br/images/uploads/artes-finais/ae03601462dbcf9984c4334cc9eee3c1.png;1525;80;data\img\CoronaExtra_KitPackCartaoGarrafaVidro4x330mlToalha.png
Coronita Extra;Suada - Frontal;Garrafa Vidro 210ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/ce8bca6aeebdd17d068472c2012be31f.png;1535;80;data\img\CoronitaExtra_GarrafaVidro210ml.png
Leffe Vieille Cuvée;Regular - Esquerda;Caixa de Transporte Garrafa Vidro 24 x 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/9582b196cfb5df2656819ee49092b661.png;2655;80;data\img\LeffeVieilleCuvee_CaixadeTransporteGarrafaVidro24x330ml.png
Modelo Especial;Suada - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/7324b9a50a8f5da18ff75ce929b5e9e8.png;2740;80;data\img\ModeloEspecial_LataSleek350ml.png
Modelo Especial;Regular - Esquerda;Pack Cartão Lata Sleek 12 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/fba8206bef9d0c5f1ef5979f4cd160a1.png;2745;80;data\img\ModeloEspecial_PackCartaoLataSleek12x350ml.png
Guaraná Antarctica;Suada - Frontal;Garrafa Pet 1,5L;https://www.catalogoambev.com.br/images/uploads/artes-finais/764531e137705b262fda7ed0c20a4791.png;2900;80;data\img\GuaranaAntarctica_GarrafaPet15L.png
Do Bem Laranja;Regular - Frontal;Garrafa Cartonada 200ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/628ea193660a6b203583657852e16511.png;3425;80;data\img\DoBemLaranja_GarrafaCartonada200ml.png
Gatorade Zero Blueberry;Regular - Frontal;Garrafa Pet 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/47481075ee320a3827743264012823e9.png;3550;80;data\img\GatoradeZeroBlueberry_GarrafaPet350ml.png
Skol Pilsen;Suada - Frontal;Garrafa Vidro 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/abc6463754f4b9bae8665ba5186f7f33.png;120;81;data\img\SkolPilsen_GarrafaVidro300ml.png
Beats GT;Regular - Frontal;Ice Pop 100ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/20b6e64a5492e3afa4bdb447e226464f.png;325;81;data\img\BeatsGT_IcePop100ml.png
Beats Mint;Regular - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/44194d80fc549c2419e338ab059e180b.png;380;81;data\img\BeatsMint_LataSleek269ml.png
Bohemia Puro Malte;Suada - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/84c28e3d72c61dae901ef35db2e64c5b.png;1030;81;data\img\BohemiaPuroMalte_LataSleek350ml.png
Stella Artois;Promokit - Frontal;Kit Pack Cartão Lata 8 x 269ml + 01 Cálice;https://www.catalogoambev.com.br/images/uploads/artes-finais/7536c49c97da87b19c5660d6cc041b02.png;1460;81;data\img\StellaArtois_KitPackCartaoLata8x269ml01Calice.png
Wäls Session Free;Suada - Frontal;Garrafa Vidro 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/277a2a3dd050b4e79ee65608c5d50017.png;1835;81;data\img\WälsSessionFree_GarrafaVidro355ml.png
Pepsi Black Sem Açúcares;Regular - Frontal;Garrafa Pet 200ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/9f3fa37b389759f3ef364d53c00112d2.png;3125;81;data\img\PepsiBlackSemAcucares_GarrafaPet200ml.png
Soda Antarctica;Regular - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/a34edcff93015f3fb71a08ed216a02d3.png;3200;81;data\img\SodaAntarctica_LataStd350ml.png
Tônica Antarctica;Regular - Frontal;Garrafa Vidro 275ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/582ddd7d1d5cda1ff4760ce7dc6ff0c1.png;3270;81;data\img\TonicaAntarctica_GarrafaVidro275ml.png
Skol Pilsen;Suada - Frontal;Garrafa Vidro 275ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/755758d3c856b6f2a047382fd78bcdbc.png;115;82;data\img\SkolPilsen_GarrafaVidro275ml.png
Skol Hops;Sem fundo;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/75d17b5cfd073d389c19abb6e1d482e5.png;265;82;data\img\SkolHops_GarrafaVidro600ml.png
Beats Mint;Regular - Esquerda;Pack Cartão Lata Sleek 8 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/3c4eba6348fcb6bb16228eb32b521687.png;390;82;data\img\BeatsMint_PackCartaoLataSleek8x269ml.png
Mike's Hard Lemonade Pitaia;Regular - Esquerda;Pack Cartão Garrafa Vidro 6 x 275ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/20cf1d0ddbc6552376e2eb5d4fea674d.png;440;82;data\img\MikesHardLemonadePitaia_PackCartaoGarrafaVidro6x275ml.png
Antarctica Pilsen;Suada - Frontal;Garrafa Vidro 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/5a14daa2a1490b50c96bd5b4ff786d57.png;870;82;data\img\AntarcticaPilsen_GarrafaVidro1L.png
Budweiser;Nova Arte IN65;Pack Cartão Lata Std 12 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/746a405c908a82e1d577e2a0429c29f3.png;1250;82;data\img\Budweiser_PackCartaoLataStd12x350ml.png
Wäls Dubbel;Suada - Frontal;Garrafa Vidro 375ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/753cc7c67bb0ae6b1f882634256652bd.png;1785;82;data\img\WälsDubbel_GarrafaVidro375ml.png
Wäls Niobium;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/648802f032367bbe3ef40914eae1072f.png;1790;82;data\img\WälsNiobium_GarrafaVidro600ml.png
Michelob Ultra;Regular - Esquerda;Pack Cartão Garrafa Vidro 6 x 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/80400a839637aafafc38bf2cb959e1bd.png;2480;82;data\img\MichelobUltra_PackCartaoGarrafaVidro6x330ml.png
Leffe Ruby;Vazio;Acessório Cálice 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/c44a974d777455db02fda604977a2061.png;2640;82;data\img\LeffeRuby_AcessorioCalice330ml.png
